0,4.68044e-05
1,4.68384e-05
2,4.65451e-05
3,4.45798e-05
4,4.45949e-05
5,4.54082e-05
6,4.72879e-05
7,4.62499e-05
8,4.51559e-05
9,4.3602e-05
10,4.48822e-05
11,4.51799e-05
12,4.52856e-05
13,4.42014e-05
14,4.443e-05
15,4.69327e-05
16,4.70555e-05
17,4.73579e-05
18,4.74577e-05
19,4.77777e-05
20,4.80714e-05
21,5.80841e-05
22,6.39795e-05
23,6.44098e-05
24,6.46912e-05
25,6.33685e-05
26,6.56031e-05
27,6.77554e-05
28,6.63766e-05
29,6.68545e-05
30,6.56745e-05
31,6.76101e-05
32,6.83657e-05
33,6.89782e-05
34,6.87919e-05
35,6.90584e-05
36,6.88612e-05
37,6.97637e-05
38,6.98818e-05
39,6.86564e-05
40,6.70214e-05
41,6.81004e-05
42,6.86134e-05
43,6.89644e-05
44,6.83848e-05
45,6.07155e-05
46,6.31266e-05
47,6.46017e-05
48,7.22981e-05
49,7.42146e-05
50,7.63221e-05
51,7.84661e-05
52,8.10411e-05
53,7.54835e-05
54,7.76654e-05
55,4.55177e-05
56,4.57214e-05
57,4.59789e-05
58,4.59892e-05
59,5.71503e-05
60,5.68443e-05
61,5.32786e-05
62,5.12669e-05
63,5.06051e-05
64,5.11527e-05
65,5.14603e-05
66,5.2128e-05
67,5.26122e-05
68,4.01222e-05
69,4.01074e-05
70,4.029e-05
71,4.42907e-05
72,4.44936e-05
73,4.36101e-05
74,4.46438e-05
75,4.43284e-05
76,4.45412e-05
77,4.71715e-05
78,4.84157e-05
79,4.88148e-05
80,4.93303e-05
81,4.99361e-05
82,5.04444e-05
83,5.22181e-05
84,4.42855e-05
85,4.44417e-05
86,4.52881e-05
87,4.52649e-05
88,4.51413e-05
89,4.21649e-05
90,4.21691e-05
91,4.17808e-05
92,4.47441e-05
93,4.49266e-05
94,4.44415e-05
95,4.2079e-05
96,4.21774e-05
97,4.11766e-05
98,3.96085e-05
99,3.90987e-05
100,3.93008e-05
101,4.09021e-05
102,4.91231e-05
103,7.78594e-05
104,7.95624e-05
105,8.10908e-05
106,8.26298e-05
107,4.78111e-05
108,4.81514e-05
109,4.90565e-05
110,5.09024e-05
111,4.78843e-05
112,4.59087e-05
113,4.38085e-05
114,4.48623e-05
115,4.25517e-05
116,4.19925e-05
117,4.07262e-05
118,3.97819e-05
119,3.97494e-05
120,4.1437e-05
121,4.13953e-05
122,4.11299e-05
123,4.1548e-05
124,4.1807e-05
125,4.21044e-05
126,6.23171e-05
127,6.24814e-05
128,6.27876e-05
129,6.12702e-05
130,6.04188e-05
131,6.01871e-05
132,5.90106e-05
133,5.76192e-05
134,5.73437e-05
135,5.66818e-05
136,5.73144e-05
137,5.58316e-05
138,5.63655e-05
139,5.405e-05
140,5.31534e-05
141,5.3589e-05
142,5.34812e-05
143,5.34598e-05
144,5.28682e-05
145,4.99016e-05
146,4.5613e-05
147,4.25792e-05
148,4.38412e-05
149,4.12204e-05
150,6.77373e-05
151,5.89665e-05
152,6.35745e-05
153,6.32387e-05
154,9.3259e-05
155,8.73825e-05
156,8.4658e-05
157,8.22361e-05
158,8.10895e-05
159,7.69765e-05
160,7.68193e-05
161,7.35089e-05
162,9.77986e-05
163,9.67127e-05
164,9.75979e-05
165,0.000105878
166,0.000106673
167,0.000104932
168,8.72508e-05
169,8.62016e-05
170,8.45767e-05
171,8.42236e-05
172,8.41604e-05
173,7.93855e-05
174,8.25025e-05
175,8.219e-05
176,8.05637e-05
177,7.56376e-05
178,7.39647e-05
179,7.24451e-05
180,7.39303e-05
181,7.18103e-05
182,6.91367e-05
183,6.78128e-05
184,6.64489e-05
185,6.56334e-05
186,6.48772e-05
187,6.21485e-05
188,0.000121014
189,0.000212292
190,4.60345e-05
191,4.59012e-05
192,4.50386e-05
193,4.31538e-05
194,4.27012e-05
195,4.59224e-05
196,4.51996e-05
197,4.44415e-05
198,4.41095e-05
199,4.35587e-05
200,4.44272e-05
201,5.35851e-05
202,5.15913e-05
203,5.08242e-05
204,4.96477e-05
205,5.12437e-05
206,5.05008e-05
207,5.05296e-05
208,5.30758e-05
209,5.31006e-05
210,5.25321e-05
211,5.38446e-05
212,5.31276e-05
213,5.42691e-05
214,5.14828e-05
215,5.71318e-05
216,7.59825e-05
217,7.6053e-05
218,7.19011e-05
219,7.21552e-05
220,6.24473e-05
221,6.25196e-05
222,6.56078e-05
223,6.40451e-05
224,5.82009e-05
225,5.43426e-05
226,5.2785e-05
227,5.16153e-05
228,5.78823e-05
229,5.623e-05
230,5.73485e-05
231,6.22319e-05
232,7.05128e-05
233,7.04967e-05
234,7.12313e-05
235,6.97729e-05
236,7.61219e-05
237,7.64644e-05
238,6.42565e-05
239,6.70974e-05
240,6.77236e-05
241,7.69148e-05
242,7.91447e-05
243,7.98602e-05
244,8.09117e-05
245,8.36746e-05
246,8.61434e-05
247,8.31975e-05
248,8.45189e-05
249,8.42044e-05
250,8.41806e-05
251,7.77873e-05
252,7.95799e-05
253,8.16992e-05
254,8.42115e-05
255,8.73695e-05
256,8.59847e-05
257,9.56747e-05
258,9.69889e-05
259,0.000180133
260,0.000183765
261,0.000204484
262,0.000207983
263,0.000162503
264,0.000169941
265,0.000101347
266,0.000118315
267,0.000117881
268,0.000139069
269,0.000136622
270,0.000141623
271,0.000107131
272,0.000124625
273,0.000127543
274,0.000127565
275,0.000147699
276,0.000112256
277,9.60785e-05
278,9.89116e-05
279,8.74085e-05
280,8.87054e-05
281,8.67122e-05
282,6.02156e-05
283,6.11585e-05
284,6.75726e-05
285,6.58158e-05
286,6.81888e-05
287,6.2485e-05
288,6.40997e-05
289,6.50911e-05
290,6.71754e-05
291,6.89017e-05
292,7.28061e-05
293,7.42082e-05
294,7.71218e-05
295,7.65967e-05
296,6.98316e-05
297,7.01098e-05
298,8.61329e-05
299,0.000152021
300,0.000153184
301,0.000143013
302,0.000184343
303,0.000188651
304,0.000184885
305,0.00018074
306,0.000176928
307,0.000164572
308,0.000157803
309,0.000144997
310,0.00014325
311,0.000142241
312,0.000134218
313,0.000177986
314,0.000150273
315,0.000137143
316,0.000129439
317,0.000122183
318,0.000119502
319,0.000111278
320,0.000124584
321,0.000102039
322,0.000102288
323,0.000122501
324,6.56874e-05
325,6.60797e-05
326,6.98645e-05
327,9.95906e-05
328,0.000111825
329,0.000154736
330,0.000156792
331,0.000152083
332,0.000143399
333,0.000181972
334,0.000202614
335,0.000184751
336,0.000173656
337,0.000172358
338,0.000180035
339,0.000180898
340,0.00018053
341,0.00018587
342,0.000190121
343,0.000190111
344,0.000247439
345,0.000202981
346,0.000214515
347,0.000216969
348,0.000218771
349,0.000217197
350,0.000207516
351,0.000191215
352,0.000188908
353,0.000295951
354,0.000297442
355,0.000303792
356,0.000335162
357,0.000271989
358,0.000226011
359,0.000222061
360,0.000204934
361,0.000194935
362,0.000205213
363,0.000182953
364,0.000139893
365,0.000148781
366,0.000166788
367,0.00016503
368,0.000167387
369,0.000158637
370,0.000182686
371,0.000162176
372,0.000158819
373,0.000249349
374,0.000390664
375,0.000361002
376,0.000345501
377,0.000190716
378,0.000224837
379,0.000231067
380,0.00027336
381,0.00027257
382,0.000380688
383,0.000370157
384,0.000377541
385,0.00037415
386,0.000367785
387,0.000414546
388,0.000412247
389,0.000420267
390,0.000416108
391,0.000281946
392,0.000282745
393,0.000636535
394,0.000673662
395,0.000659799
396,0.000647007
397,0.000599034
398,0.000625449
399,0.000612719
400,0.000606609
401,0.000639494
402,0.000499632
403,0.000293798
404,0.000280069
405,0.000294048
406,0.000283259
407,0.000268864
408,0.000299614
409,0.000292435
410,0.000476742
411,0.000360246
412,0.000360089
413,0.0006634
414,0.000360966
415,0.000364476
416,0.000366595
417,0.000338444
418,0.000470753
419,0.000481667
420,0.000510892
421,0.000241902
422,0.000331236
423,0.00036734
424,0.000356469
425,0.000362093
426,0.000377298
427,0.000597406
428,0.000460787
429,0.000384498
430,0.000345525
431,0.000320279
432,0.000299702
433,0.000276845
434,0.000240685
435,0.000230815
436,0.000211643
437,0.000203582
438,0.000216715
439,0.000293273
440,0.000352882
441,0.000460266
442,0.00056303
443,0.00101737
444,0.000868564
445,0.000590341
446,0.000591783
447,0.000545232
448,0.000561358
449,0.000219958
450,0.000199788
451,0.000199303
452,0.000585281
453,0.000560641
454,0.00063654
455,0.000232084
456,0.000237209
457,0.000228741
458,0.000285934
459,0.000234467
460,0.000262004
461,0.000218329
462,0.000202142
463,0.000182222
464,0.000160057
465,0.000154849
466,0.000161042
467,0.000184428
468,0.000191906
469,0.000174326
470,0.000133785
471,0.000133535
472,0.000127991
473,0.000123737
474,0.000135011
475,0.000135178
476,0.000141761
477,0.000172288
478,0.000156925
479,0.00022673
480,0.000232041
481,0.000675521
482,0.000621219
483,0.000639904
484,0.000641466
485,0.00030866
486,0.000399086
487,0.000404347
488,0.000414192
489,0.000357307
490,0.000294147
491,0.00032103
492,0.000239804
493,0.00026535
494,0.000274119
495,0.000367551
496,0.000367464
497,0.000259785
498,0.000277678
499,0.000308541
500,0.000361524
501,0.000343988
502,0.000300429
503,0.000282509
504,0.000344738
505,0.000382207
506,0.00034381
507,0.000368248
508,0.000278698
509,0.000280904
510,0.00023388
511,0.00023544
512,0.000210026
513,0.000235459
514,0.000268552
515,0.000340498
516,0.000362935
517,0.0004038
518,0.00050205
519,0.000419669
520,0.000429011
521,0.000576666
522,0.000986823
523,0.000345458
524,0.000301151
525,0.000247442
526,0.000196045
527,0.000760226
528,0.000486923
529,0.000207635
530,0.000194396
531,0.000359203
532,0.000384394
